time,symbol,direction,entry,tp,sl,rsi,vol_change,ai_prob,ai_horizon,strategy
2026-02-21 08:36:17,ZKP/USDT,LONG,0.09297,0.0934007142857142,0.0927546428571428,83.01886792452856,35.865422534117904,0.4971186976450135,8.485652758021173,
2026-02-21 08:38:49,RIVER/USDT,LONG,8.536,8.625142857142857,8.491428571428571,66.24999999999997,5.243887658568234,0.4971186976450135,8.485652758021173,
2026-02-21 08:40:34,CTSI/USDT,SHORT,0.02882,0.0282885714285714,0.0290857142857142,24.0000000000001,4.651151485158745,0.4971186976450135,8.485652758021173,
2026-02-21 08:41:41,TURTLE/USDT,LONG,0.04334,0.0435928571428571,0.0432135714285714,92.55319148936098,12.222794266101351,0.4971186976450135,8.485652758021173,
2026-02-21 08:42:58,AZTEC/USDT,LONG,0.038073,0.0388105714285714,0.0377042142857142,50.35419126328232,2.251371117037106,0.4971186976450135,8.485652758021173,
2026-02-21 08:45:49,RAVE/USDT,SHORT,0.57082,0.5625078571428571,0.5749760714285714,36.40132669983428,10.799195461762135,0.4971186976450135,8.485652758021173,
2026-02-21 08:46:48,FIGHT/USDT,LONG,0.007217,0.0072986428571428,0.0071761785714285,53.74449339207062,3.418371644362112,0.4971186976450135,8.485652758021173,
2026-02-21 08:46:54,ZAMA/USDT,LONG,0.02527,0.025705,0.0250525,63.281249999999964,2.11064016486846,0.4971186976450135,8.485652758021173,
2026-02-21 08:49:01,DEXE/USDT,SHORT,2.4589,2.438178571428572,2.469260714285714,28.00000000000001,7.08870571949915,0.4971186976450135,8.485652758021173,
2026-02-21 08:49:28,MOODENG/USDT,LONG,0.05853,0.0590442857142857,0.0582728571428571,51.63398692810462,10.147362882462634,0.4971186976450135,8.485652758021173,
2026-02-21 08:52:55,YGG/USDT,SHORT,0.0482,0.0474564285714285,0.0485717857142857,20.689655172414007,15.287082461493313,0.4971186976450135,8.485652758021173,
2026-02-21 08:52:56,ZAMA/USDT,LONG,0.02516,0.0257835714285714,0.0248482142857142,49.4791666666666,3.390578402867323,0.4971186976450135,8.485652758021173,
2026-02-21 08:56:57,ETC/USDT,LONG,9.603,9.7635,9.52275,92.82296650717682,3.275105611835112,0.4971186976450135,8.485652758021173,
2026-02-21 08:57:35,MYX/USDT,LONG,1.214,1.2485,1.19675,75.25773195876275,23.26736166898801,0.4971186976450135,8.485652758021173,
2026-02-21 08:58:40,SXP/USDT,SHORT,0.02474,0.0239,0.02516,29.302325581395337,2.2138455412955818,0.4971186976450135,8.485652758021173,
2026-02-21 08:58:42,XPL/USDT,LONG,0.10008,0.1011235714285714,0.0995582142857142,70.4871060171921,13.343660328377876,0.4971186976450135,8.485652758021173,
2026-02-21 08:59:07,RAVE/USDT,SHORT,0.56129,0.5530292857142856,0.5654203571428571,32.25283630470028,5.675472160297139,0.4971186976450135,8.485652758021173,
2026-02-21 09:00:46,1000000CHEEMS/USDT,LONG,0.5257,0.5297499999999999,0.523675,83.33333333333357,3.8997959290460993,0.4971186976450135,8.485652758021173,
2026-02-21 09:02:25,XCH/USDT,LONG,2.615,2.630428571428572,2.6072857142857147,91.48936170212768,5.644431625989853,0.4971186976450135,8.485652758021173,
2026-02-21 09:03:35,PONKE/USDT,SHORT,0.03323,0.0330971428571428,0.0332964285714285,15.686274509803596,24.659916107249884,0.4971186976450135,8.485652758021173,
2026-02-21 09:03:44,CTSI/USDT,SHORT,0.02913,0.0286071428571428,0.0293914285714285,53.00546448087428,2.3411946485773507,0.4971186976450135,8.485652758021173,
2026-02-21 09:03:58,ENSO/USDT,LONG,1.8891,1.9160357142857145,1.875632142857143,62.30440967283087,7.577407853162659,0.4971186976450135,8.485652758021173,
2026-02-21 09:04:59,POWER/USDT,LONG,0.44523,0.452535,0.4415775,85.97603946441103,5.339364814868516,0.4971186976450135,8.485652758021173,
2026-02-21 09:05:21,EUL/USDT,SHORT,1.0666,1.0528000000000002,1.0735,30.12048192771104,6.577217442177494,0.4971186976450135,8.485652758021173,
2026-02-21 09:08:30,ENSO/USDT,LONG,1.9322,1.96865,1.913975,81.94192377495462,11.549333433269686,0.4971186976450135,8.485652758021173,
2026-02-21 09:08:58,SPACE/USDT,SHORT,0.010046,0.0099028571428571,0.0101175714285714,31.06060606060599,10.25373160465822,0.4971186976450135,8.485652758021173,
2026-02-21 09:09:57,SXP/USDT,SHORT,0.02434,0.02356,0.02473,34.74178403755873,3.486360683985289,0.4971186976450135,8.485652758021173,
2026-02-21 09:11:32,ESP/USDT,LONG,0.08393,0.0858028571428571,0.0829935714285714,89.22764227642296,5.304211865768993,0.4971186976450135,8.485652758021173,
2026-02-21 09:11:56,ENSO/USDT,LONG,1.9508,1.9967857142857144,1.9278071428571428,89.52164009111615,5.924833573702447,0.4971186976450135,8.485652758021173,
2026-02-21 09:12:33,ESP/USDT,LONG,0.08522,0.0872857142857142,0.0841871428571428,91.26853377265256,2.091227181440624,0.4971186976450135,8.485652758021173,
2026-02-21 09:15:40,INJ/USDT,LONG,3.591,3.6345,3.5692500000000003,78.6666666666667,7.781771746777246,0.4971186976450135,8.485652758021173,
2026-02-21 09:15:43,PTB/USDT,LONG,0.001409,0.0014210428571428,0.0014029785714285,71.46739130434801,11.468663277613084,0.4971186976450135,8.485652758021173,
2026-02-21 09:17:23,INJ/USDT,LONG,3.632,3.687071428571429,3.604464285714286,81.81818181818181,6.578820145280419,0.4971186976450135,8.485652758021173,
2026-02-21 09:17:38,USELESS/USDT,LONG,0.04322,0.0436764285714285,0.0429917857142857,73.33333333333364,26.896408549547665,0.4971186976450135,8.485652758021173,
2026-02-21 09:18:12,SOMI/USDT,LONG,0.2123,0.2146549999999999,0.2111225,78.01724137931028,7.541592058906268,0.4971186976450135,8.485652758021173,
2026-02-21 09:18:32,ESPORTS/USDT,LONG,0.32793,0.3296292857142857,0.3270803571428571,68.13471502590701,29.048578652976783,0.4971186976450135,8.485652758021173,
2026-02-21 09:21:01,BRETT/USDT,LONG,0.008013,0.0080826428571428,0.0079781785714285,79.82456140350799,11.780756112508742,0.4971186976450135,8.485652758021173,
2026-02-21 09:23:55,ALICE/USDT,LONG,0.11419,0.1151478571428571,0.1137110714285714,94.55128205128236,71.48843382880659,0.4971186976450135,8.485652758021173,
2026-02-21 09:24:48,POWER/USDT,LONG,0.46104,0.4712335714285715,0.4559432142857142,79.3718166383702,2.98061012831772,0.4971186976450135,8.485652758021173,
2026-02-21 09:28:46,XNY/USDT,LONG,0.004605,0.0046755,0.00456975,89.28571428571419,7.580014308136975,0.4971186976450135,8.485652758021173,
2026-02-21 09:30:28,HNT/USDT,LONG,1.5154,1.5304642857142858,1.5078678571428572,75.93688362919133,22.271749185269712,0.4971186976450135,8.485652758021173,
2026-02-21 09:30:52,ICP/USDT,LONG,2.242,2.2608571428571427,2.2325714285714287,85.2459016393439,43.51584801843134,0.4971186976450135,8.485652758021173,
2026-02-21 09:31:53,POWER/USDT,LONG,0.46768,0.47884,0.4620999999999999,74.328678839957,4.140353933445082,0.4971186976450135,8.485652758021173,
2026-02-21 09:32:39,ENSO/USDT,LONG,1.9562,1.9960142857142853,1.936292857142857,53.07150050352468,2.151643736437426,0.4971186976450135,8.485652758021173,
2026-02-21 09:33:04,LYN/USDT,LONG,0.31247,0.31634,0.310535,76.53149266609155,11.87900660437654,0.4971186976450135,8.485652758021173,
2026-02-21 09:33:48,ENSO/USDT,LONG,1.9837,2.035107142857143,1.9579964285714289,62.86852589641435,5.540099819176553,0.4971186976450135,8.485652758021173,
2026-02-21 09:34:17,WET/USDT,LONG,0.08437,0.0850042857142857,0.0840528571428571,82.35294117647055,3.56908238735816,0.4971186976450135,8.485652758021173,
2026-02-21 09:34:30,VVV/USDT,LONG,4.3062,4.3482642857142855,4.285167857142857,77.50000000000033,13.971664733084888,0.4971186976450135,8.485652758021173,
2026-02-21 09:34:48,BIO/USDT,LONG,0.03017,0.0305492857142857,0.0299803571428571,73.78640776699025,5.882962047993348,0.4971186976450135,8.485652758021173,
2026-02-21 09:34:49,BTR/USDT,LONG,0.19222,0.1933171428571428,0.1916714285714285,88.75739644970437,9.49356587736281,0.4971186976450135,8.485652758021173,
2026-02-21 09:34:51,ENSO/USDT,LONG,2.0548,2.1222357142857144,2.021082142857143,79.70244420828905,10.769998879710256,0.4971186976450135,8.485652758021173,
2026-02-21 09:35:19,IOTX/USDT,SHORT,0.004928,0.0048763571428571,0.0049538214285714,35.60606060606088,2.519402721443461,0.4971186976450135,8.485652758021173,
2026-02-21 09:35:34,KITE/USDT,LONG,0.23828,0.2406135714285714,0.2371132142857142,64.07914764079142,2.1886471432845807,0.4971186976450135,8.485652758021173,
2026-02-21 09:35:57,ENSO/USDT,LONG,2.1198,2.2003285714285714,2.0795357142857145,89.80785296574771,6.353289496159233,0.4971186976450135,8.485652758021173,
2026-02-21 09:36:41,YGG/USDT,SHORT,0.04764,0.0470528571428571,0.0479335714285714,31.213872832369944,2.261635658572216,0.4971186976450135,8.485652758021173,
2026-02-21 09:36:58,CARV/USDT,SHORT,0.06554,0.0648628571428571,0.0658785714285714,11.392405063290894,4.671274163375597,0.4971186976450135,8.485652758021173,
2026-02-21 09:39:46,VANA/USDT,LONG,1.6513,1.6760499999999998,1.638925,74.17027417027418,2.1084178945106777,0.4971186976450135,8.485652758021173,
2026-02-21 09:41:52,NS/USDT,LONG,0.022513,0.0225946428571428,0.0224721785714285,65.60196560196559,12.092558856502242,0.4971186976450135,8.485652758021173,
2026-02-21 09:46:16,ARC/USDT,LONG,0.07337,0.0740085714285714,0.0730507142857142,74.6753246753248,12.083228972119285,0.4971186976450135,8.485652758021173,
2026-02-21 09:47:32,MYX/USDT,SHORT,1.139,1.112857142857143,1.1520714285714286,32.467532467532465,2.4402314485926766,0.4971186976450135,8.485652758021173,
2026-02-21 09:48:33,POWER/USDT,LONG,0.45253,0.4655371428571428,0.4460264285714285,26.620926243567794,2.551021407116794,0.4971186976450135,8.485652758021173,
2026-02-21 09:52:12,IOTX/USDT,LONG,0.005114,0.0051988571428571,0.0050715714285714,88.27838827838806,6.702187545668034,0.4971186976450135,8.485652758021173,
2026-02-21 09:52:51,RAVE/USDT,LONG,0.57133,0.5783007142857143,0.5678446428571429,63.44137273593873,2.7744908440730334,0.4971186976450135,8.485652758021173,
2026-02-21 09:52:54,XION/USDT,LONG,0.12921,0.1299364285714285,0.1288467857142857,75.11312217194582,15.001656443730113,0.4971186976450135,8.485652758021173,
2026-02-21 09:53:41,SKYAI/USDT,SHORT,0.03845,0.0383664285714285,0.0384917857142857,5.128205128204897,192.46626204926807,0.4971186976450135,8.485652758021173,
2026-02-21 09:55:15,MYX/USDT,SHORT,1.131,1.1057142857142856,1.1436428571428572,36.84210526315802,2.623210717142417,0.4971186976450135,8.485652758021173,
2026-02-21 09:57:46,IOTX/USDT,LONG,0.005091,0.0052095,0.00503175,71.05263157894731,3.9414041596467766,0.4971186976450135,8.485652758021173,
2026-02-21 09:58:01,RPL/USDT,SHORT,2.339,2.327214285714286,2.344892857142857,20.229885057471137,10.06274683794156,0.4971186976450135,8.485652758021173,
2026-02-21 09:58:58,IOTX/USDT,LONG,0.005137,0.005272,0.0050695,73.80952380952371,2.1503330425783096,0.4971186976450135,8.485652758021173,
2026-02-21 10:02:29,AZTEC/USDT,SHORT,0.036192,0.0355971428571428,0.0364894285714285,33.54192740926163,2.0852075167956,0.4971186976450135,8.485652758021173,
2026-02-21 10:04:55,CTSI/USDT,SHORT,0.02864,0.0283871428571428,0.0287664285714285,36.55913978494613,3.809372104172936,0.4971186976450135,8.485652758021173,
2026-02-21 10:05:06,1000000CHEEMS/USDT,SHORT,0.5002,0.4979714285714285,0.5013142857142857,19.230769230768743,4.156259323984485,0.4971186976450135,8.485652758021173,
2026-02-21 10:05:24,PTB/USDT,LONG,0.0014418,0.0014576571428571,0.0014338714285714,81.28249566724458,3.698603273449564,0.4971186976450135,8.485652758021173,
2026-02-21 10:05:38,UNI/USDT,LONG,3.665,3.6885714285714286,3.6532142857142857,83.11688311688323,23.50112476141604,0.4971186976450135,8.485652758021173,
2026-02-21 10:07:20,AZTEC/USDT,SHORT,0.035479,0.0346548571428571,0.0358910714285714,27.01441899915192,2.2641991169511235,0.4971186976450135,8.485652758021173,
2026-02-21 10:08:31,AZTEC/USDT,SHORT,0.035095,0.0341637142857142,0.0355606428571428,24.32226040473475,2.753443470060497,0.4971186976450135,8.485652758021173,
2026-02-21 10:09:43,INJ/USDT,LONG,3.83,3.908642857142857,3.7906785714285713,80.09950248756232,2.078349467916353,0.4971186976450135,8.485652758021173,
2026-02-21 10:13:41,BAN/USDT,LONG,0.13037,0.1326114285714285,0.1292492857142857,82.78061224489805,15.96210338129734,0.4971186976450135,8.485652758021173,
2026-02-21 10:13:43,ESP/USDT,LONG,0.08489,0.0865742857142857,0.0840478571428571,70.7379134860052,2.5686192080943067,0.4971186976450135,8.485652758021173,
2026-02-21 10:14:43,FLUX/USDT,LONG,0.06876,0.0691371428571428,0.0685714285714285,77.01863354037278,328.93686583990984,0.4971186976450135,8.485652758021173,
2026-02-21 10:14:57,IOTX/USDT,LONG,0.005168,0.0053040714285714,0.0050999642857142,68.81028938906763,3.46738362688118,0.4971186976450135,8.485652758021173,
2026-02-21 10:15:26,YGG/USDT,SHORT,0.04739,0.0467557142857142,0.0477071428571428,31.818181818181746,15.556617502890596,0.4971186976450135,8.485652758021173,
2026-02-21 10:21:51,BTR/USDT,LONG,0.19494,0.1971557142857142,0.1938321428571428,95.53191489361726,18.35489000345676,0.4971186976450135,8.485652758021173,
2026-02-21 10:22:57,XION/USDT,LONG,0.13088,0.1316192857142857,0.1305103571428571,79.18088737201359,13.023023216007063,0.4971186976450135,8.485652758021173,
2026-02-21 10:25:30,SXP/USDT,LONG,0.0253,0.0259985714285714,0.0249507142857142,71.02272727272728,3.7452122083864143,0.4971186976450135,8.485652758021173,
2026-02-21 10:25:40,JCT/USDT,LONG,0.0017702,0.0017768,0.0017668999999999,53.00353356890435,16.67152466367713,0.4971186976450135,8.485652758021173,
2026-02-21 10:26:31,SXP/USDT,LONG,0.02565,0.0264128571428571,0.0252685714285714,77.29468599033811,3.638914114017236,0.4971186976450135,8.485652758021173,
2026-02-21 10:26:55,XNY/USDT,LONG,0.00458,0.0046142857142857,0.0045628571428571,55.1401869158877,5.553160204497127,0.4971186976450135,8.485652758021173,
2026-02-21 10:28:51,PTB/USDT,LONG,0.0014328,0.0014457642857142,0.0014263178571428,66.1176470588234,3.886028594888183,0.4971186976450135,8.485652758021173,
2026-02-21 10:32:31,BAN/USDT,LONG,0.12924,0.1308792857142857,0.1284203571428571,79.84344422700582,3.879922380018586,0.4971186976450135,8.485652758021173,
2026-02-21 10:32:33,ENSO/USDT,SHORT,1.9401,1.9044642857142853,1.957917857142857,31.982633863965205,2.073817595453479,0.4971186976450135,8.485652758021173,
2026-02-21 10:33:48,NS/USDT,LONG,0.023441,0.0235472857142857,0.0233878571428571,98.1029810298103,7.717383715589307,0.4971186976450135,8.485652758021173,
2026-02-21 10:33:52,TURTLE/USDT,SHORT,0.04263,0.0424392857142857,0.0427253571428571,8.450704225352638,70.87712073144299,0.4971186976450135,8.485652758021173,
2026-02-21 10:37:01,POWER/USDT,LONG,0.46101,0.4692707142857142,0.4568796428571428,64.64250734573952,2.1459622625282364,0.4971186976450135,8.485652758021173,
2026-02-21 10:40:17,IOTX/USDT,LONG,0.005247,0.0053740714285714,0.0051834642857142,58.28025477707005,18.399567552700123,0.4971186976450135,8.485652758021173,
2026-02-21 10:41:39,HEI/USDT,LONG,0.08606,0.0865935714285714,0.0857932142857142,72.58064516129028,107.1981187432209,0.4971186976450135,8.485652758021173,
2026-02-21 10:42:38,INX/USDT,SHORT,0.012764,0.0126806428571428,0.0128056785714285,20.833333333333584,31.0600292643442,0.4971186976450135,8.485652758021173,
2026-02-21 10:42:50,FIGHT/USDT,LONG,0.007295,0.0073873571428571,0.0072488214285714,90.23255813953516,8.926090066481624,0.4971186976450135,8.485652758021173,
2026-02-21 10:43:24,ALLO/USDT,LONG,0.13963,0.1414235714285714,0.1387332142857142,77.84679089026929,4.133745946414705,0.4971186976450135,8.485652758021173,
2026-02-21 10:43:41,IOTX/USDT,SHORT,0.004933,0.0047570714285714,0.0050209642857142,11.009174311926714,3.2010250762010832,0.4971186976450135,8.485652758021173,
2026-02-21 10:44:53,RPL/USDT,LONG,2.4195,2.4443357142857147,2.407082142857143,91.27272727272675,5.320936121480711,0.4971186976450135,8.485652758021173,
2026-02-21 10:46:30,SPACE/USDT,SHORT,0.009871,0.0097717857142857,0.0099206071428571,14.893617021277194,31.324291845389894,0.4971186976450135,8.485652758021173,
2026-02-21 10:46:40,NS/USDT,LONG,0.023522,0.0238997857142857,0.0233331071428571,64.13373860182365,4.280689811663264,0.4971186976450135,8.485652758021173,
2026-02-21 10:48:33,ALLO/USDT,LONG,0.14025,0.1424271428571428,0.1391614285714286,80.4659498207888,5.938676951500462,0.4971186976450135,8.485652758021173,
2026-02-21 10:48:46,ARC/USDT,LONG,0.07343,0.0740321428571428,0.0731289285714285,86.01398601398562,5.983946157084395,0.4971186976450135,8.485652758021173,
2026-02-21 10:49:11,DOLO/USDT,SHORT,0.04096,0.0407628571428571,0.0410585714285714,30.588235294117894,77.9928726684527,0.4971186976450135,8.485652758021173,
2026-02-21 10:50:25,S/USDT,LONG,0.04461,0.0448328571428571,0.0444985714285714,75.6410256410254,50.898041752678935,0.4971186976450135,8.485652758021173,
2026-02-21 10:51:19,BEAT/USDT,SHORT,0.24446,0.2423621428571429,0.2455089285714286,20.542635658914847,20.98751715995827,0.4971186976450135,8.485652758021173,
2026-02-21 10:52:48,Q/USDT,SHORT,0.021527,0.0212274285714285,0.0216767857142857,16.045197740113835,126.87446727987758,0.4971186976450135,8.485652758021173,
2026-02-21 10:55:22,RECALL/USDT,SHORT,0.05587,0.0553042857142857,0.0561528571428571,29.255319148936422,35.21787512262432,0.4971186976450135,8.485652758021173,
2026-02-21 10:56:49,XNY/USDT,SHORT,0.004512,0.0044822142857142,0.0045268928571428,15.853658536585428,7.4508183093385245,0.4971186976450135,8.485652758021173,
2026-02-21 11:01:32,BSU/USDT,LONG,0.08687,0.0882242857142857,0.0861928571428571,56.91056910569094,6.9611952091824,0.4971186976450135,8.485652758021173,
2026-02-21 11:01:59,FIGHT/USDT,LONG,0.007284,0.0073919999999999,0.0072299999999999,58.05369127516774,2.2132739359483584,0.4971186976450135,8.485652758021173,
2026-02-21 11:03:34,DEXE/USDT,SHORT,2.4649,2.4409428571428573,2.476878571428572,35.227272727272776,53.35278889714519,0.4971186976450135,8.485652758021173,
2026-02-21 11:06:19,OKB/USDT,LONG,81.46,81.88857142857142,81.24571428571427,99.99263212184366,108.46788687097994,0.4971186976450135,8.485652758021173,
2026-02-21 11:07:33,TRIA/USDT,LONG,0.016613,0.0167469285714285,0.0165460357142857,61.893203883495374,9.329347268135432,0.4971186976450135,8.485652758021173,
2026-02-21 12:40:25,INIT/USDT,LONG,0.10231,0.104095,0.1014175,77.33089579524658,3.9513968761758034,0.0,8.485652758021162,
2026-02-21 12:40:38,EUL/USDT,SHORT,1.0364,1.025621428571429,1.0417892857142856,11.835748792270737,8.555066015309162,0.0,8.485652758021162,
2026-02-21 12:42:15,INIT/USDT,LONG,0.10598,0.1086371428571428,0.1046514285714285,86.52792990142382,8.857626956777793,0.0,8.485652758021162,
2026-02-21 12:43:29,INIT/USDT,LONG,0.10552,0.1084685714285714,0.1040457142857142,85.78034682080917,4.0381044377598725,0.0,8.485652758021162,
2026-02-21 12:44:28,VANA/USDT,LONG,1.696,1.7172357142857142,1.6853821428571427,96.82804674457392,4.642631538481137,0.0,8.485652758021162,
2026-02-21 12:44:30,WHITEWHALE/USDT,SHORT,0.06311,0.0620235714285714,0.0636532142857142,15.086206896551415,37.00973249281167,0.0,8.485652758021162,
2026-02-21 12:45:53,PLAYSOUT/USDT,LONG,0.02076,0.020925,0.0206775,91.3793103448279,2.7520801815431164,0.0,8.485652758021162,
2026-02-21 12:46:19,SXP/USDT,LONG,0.02632,0.0271557142857142,0.0259021428571428,75.82417582417574,3.2845222343915883,0.0,8.485652758021162,
2026-02-21 12:48:57,SXP/USDT,LONG,0.02662,0.0274707142857142,0.0261946428571428,75.82417582417574,2.1349612814244985,0.0,8.485652758021162,
2026-02-21 12:50:00,YGG/USDT,SHORT,0.0471,0.0464142857142857,0.0474428571428571,26.388888888888843,7.562277333834123,0.0,8.485652758021162,
2026-02-21 12:51:23,VANA/USDT,LONG,1.7331,1.778164285714286,1.7105678571428573,88.29588014981262,2.0136014640068938,0.0,8.485652758021162,
2026-02-21 12:53:45,AZTEC/USDT,SHORT,0.035354,0.0348009285714285,0.0356305357142857,19.39345570630482,4.205271569897006,0.0,8.485652758021162,
2026-02-21 12:53:52,RPL/USDT,LONG,2.4534,2.471592857142857,2.4443035714285712,87.42424242424319,10.281371278238405,0.0,8.485652758021162,
2026-02-21 12:54:54,SXP/USDT,LONG,0.02732,0.0284107142857142,0.0267746428571428,74.09836065573771,3.5350559679884497,0.0,8.485652758021162,
2026-02-21 12:59:12,RAVE/USDT,LONG,0.57794,0.5872528571428571,0.5732835714285714,83.70616686819852,23.434511050788554,0.0,8.485652758021162,
