timestamp,market_regime,target_win,target_horizon,future_return,rsi,ema20,ema50,atr,vwap_dist,bb_position,volume_spike,obv_div_short,obv_div_long,cvd_div_short,cvd_div_long,poc_dist,vah_dist,val_dist,regime_num,funding_rate,open_interest,long_short_ratio,sentiment_index,liq_high_dist,liq_low_dist,close_ret_5,close_ret_20,mtf_rsi_5m,mtf_rsi_15m,mtf_atr_norm_5m,mtf_atr_norm_15m,mtf_trend_5m,mtf_trend_15m
2026-03-06 01:41:00+00:00,TREND,1,24.0,0.001742545270284577,82.51452200452853,70838.41934276043,70820.58988668845,110.2071428571414,0.0049334910067689395,0.8523140571007968,0.44987486593958875,0.0,0.0,0.0,0.0,0.008733341074851311,8.606573721528433e-05,0.008733341074851311,1.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0029355860005700896,0.0029731164133859345,50.0,50.0,0.0,0.0,0.0,0.0
2026-03-06 01:42:00+00:00,TREND,1,24.0,0.0010239215068524388,84.06862745098044,70863.25559583087,70831.51577348498,111.42142857142711,0.005543607705400644,0.8727723655435548,0.7510194755086528,0.0,0.0,0.0,0.0,0.009441073567322654,0.0002854775049819981,0.009441073567322654,1.0,0.0,0.0,1.0,50.0,0.0,0.0,0.001969188011400891,0.004652233326265631,50.0,50.0,0.0,0.0,0.0,0.0
2026-03-06 01:43:00+00:00,TREND,1,24.0,0.002247074019771959,81.05988138511565,70882.96458670413,70840.87593923067,108.85714285714182,0.005074889712728161,0.8106126944671928,0.3098837778448585,0.0,0.0,0.0,0.0,0.00903687871678688,-0.000122453261392031,0.00903687871678688,1.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0007693061203301044,0.00413978886865729,50.0,50.0,0.0,0.0,0.0,0.0
2026-03-06 01:44:00+00:00,TREND,1,24.0,0.0019362812993473607,79.31682858038239,70905.12986416087,70851.6533533785,102.07857142856976,0.005666468628869069,0.8262563551646456,0.2590824979283618,0.0,0.0,0.0,0.0,0.009654801768261034,0.0005115929628291447,0.009654801768261034,1.0,0.0,0.0,1.0,50.0,0.0,0.0,0.002275523878404462,0.004600565892620145,50.0,50.0,0.0,0.0,0.0,0.0
2026-03-06 01:45:00+00:00,TREND,1,24.0,0.0016976257150210633,74.63922403595981,70923.62225805031,70861.36498657934,89.84285714285527,0.005327140098297729,0.7796247551292352,0.5247012855246257,0.0,0.0,0.0,0.0,0.009409922304282873,0.0002799683759976237,0.009409922304282873,1.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0003973721063336155,0.006320785265183759,50.0,50.0,0.0,0.0,0.0,0.0
2026-03-06 01:46:00+00:00,TREND,1,11.0,0.0025316435339763827,71.5549936788872,70937.20109061695,70869.3977322037,89.9571428571414,0.004821717326668199,0.7233477487114393,0.2659309450037999,0.0,0.0,0.0,0.0,0.0089485421886761,-0.00018566413350422532,0.0089485421886761,1.0,0.0,0.0,1.0,50.0,0.0,0.0,0.000292028702324032,0.007860835611672057,50.0,50.0,0.0,0.0,0.0,0.0
2026-03-06 01:47:00+00:00,TREND,0,1.0,-0.0013387563335016063,73.09197651663413,70959.82955817724,70881.37429172512,95.28571428571324,0.006229144902193488,0.8117655808818157,1.0227261777797387,0.0,0.0,0.0,0.0,0.010659930239042244,0.0019114277259805596,0.010659930239042244,1.0,0.0,0.0,1.0,50.0,0.0,0.0,0.001064327683127697,0.011170280693718837,50.0,50.0,0.0,0.0,0.0,0.0
2026-03-06 01:48:00+00:00,TREND,1,20.0,0.0028022673822590102,63.18319573623162,70970.32198120798,70888.77137832413,99.57857142856976,0.004688373324555119,0.6840357661233637,0.5397305574867064,0.0,0.0,0.0,0.0,0.009201046894298312,-0.0006836129871955997,0.009201046894298312,1.0,0.0,0.0,1.0,50.0,0.0,0.0,-2.227505933038998e-07,0.009820034564631985,50.0,50.0,0.0,0.0,0.0,0.0
2026-03-06 01:49:00+00:00,TREND,1,23.0,0.0026547278903910716,61.01150951748555,70984.42464966436,70897.77642231142,94.39999999999834,0.005344242178936214,0.7375455019868787,0.2896183629125166,1.0,0.0,1.0,0.0,0.009875340316680005,-2.5925077054192674e-06,0.009875340316680005,1.0,0.0,0.0,1.0,50.0,0.0,0.0,4.0583891342871325e-05,0.00987015996774998,50.0,50.0,0.0,0.0,0.0,0.0
2026-03-06 01:50:00+00:00,TREND,1,22.0,0.0025663344818744158,65.34313144482581,70995.08896874395,70905.56558222079,91.22857142857018,0.004965252465504089,0.6935709332876546,0.6928006859630416,0.0,0.0,0.0,0.0,0.009568957117066058,-0.00031203232512471926,0.009568957117066058,1.0,0.0,0.0,1.0,50.0,0.0,0.0,-3.814928252898753e-05,0.00766364992924895,50.0,50.0,0.0,0.0,0.0,0.0
